"","time","temp","tga","dta","dta_model",""
"434",433,87.39,20.94,-7.18,-7.47031000000001,0.290310000000012
"435",434,87.71,20.94,-7.19,-7.26323000000002,0.073230000000021
"436",435,87.78,20.94,-7.19,-7.3984,0.208399999999995
"437",436,87.92,20.94,-7.2,-7.43774000000002,0.237740000000019
"438",437,88.13,20.94,-7.2,-7.38125000000002,0.181250000000023
"439",438,88.14,20.94,-7.2,-7.59856000000001,0.398560000000006
"440",439,88.43,20.94,-7.21,-7.43255000000001,0.222550000000006
"441",440,88.51,20.94,-7.21,-7.55403,0.344029999999997
"442",441,88.68,20.94,-7.22,-7.55230000000002,0.332300000000017
"443",442,89.06,20.94,-7.22,-7.26308000000002,0.0430800000000167
"444",443,89.16,20.94,-7.23,-7.35718000000001,0.127180000000013
"445",444,89.46,20.94,-7.24,-7.17748000000002,-0.0625199999999833
"446",445,89.59,20.94,-7.25,-7.23051,-0.0194900000000047
"447",446,89.75,20.94,-7.25,-7.24247000000003,-0.00752999999997428
"448",447,90.05,20.94,-7.26,-7.06277000000003,-0.197229999999971
"449",448,90.11,20.94,-7.27,-7.21163000000001,-0.0583699999999858
"450",449,90.38,20.94,-7.27,-7.07300000000002,-0.196999999999978
"451",450,90.54,20.94,-7.28,-7.08496,-0.195040000000005
"452",451,90.61,20.94,-7.29,-7.22013000000003,-0.0698699999999741
"453",452,90.89,20.94,-7.29,-7.06781000000002,-0.222189999999977
"454",453,90.94,20.94,-7.3,-7.23036000000002,-0.069639999999981
"455",454,91.15,20.94,-7.3,-7.17387000000001,-0.126129999999992
"456",455,91.33,20.94,-7.3,-7.15845,-0.141549999999998
"457",456,91.33,20.94,-7.31,-7.38945,0.0794499999999969
"458",457,91.61,20.94,-7.31,-7.23713000000002,-0.0728699999999778
"459",458,91.69,20.94,-7.32,-7.35861000000003,0.0386100000000269
"460",459,91.84,20.93,-7.32,-7.35613000000001,0.0361300000000071
"461",460,92.09,20.93,-7.33,-7.24488,-0.0851200000000052
"462",461,92.13,20.93,-7.33,-7.42112,0.0911200000000019
"463",462,92.43,20.93,-7.34,-7.24142,-0.0985799999999948
"464",463,92.5,20.93,-7.34,-7.37659000000002,0.0365900000000217
"465",464,92.61,20.93,-7.34,-7.45700000000001,0.117000000000008
"466",465,92.89,20.94,-7.34,-7.33281000000001,-0.0071899999999907
"467",466,92.95,20.94,-7.35,-7.48166999999999,0.131669999999994
"468",467,93.2,20.94,-7.35,-7.37042000000002,0.0204200000000245
"469",468,93.3,20.93,-7.36,-7.43639000000002,0.0763900000000168
"470",469,93.38,20.93,-7.36,-7.55787000000002,0.197870000000022
"471",470,93.62,20.93,-7.37,-7.46030999999999,0.0903099999999926
"472",471,93.66,20.93,-7.38,-7.63655,0.25655
"473",472,93.93,20.93,-7.38,-7.49792000000002,0.117920000000022
"474",473,94.18,20.93,-7.39,-7.38667000000001,-0.00332999999999029
"475",474,94.34,20.93,-7.39,-7.39863,0.00862999999999747
"476",475,94.68,20.93,-7.39,-7.16416999999998,-0.225830000000015
"477",476,94.76,20.93,-7.39,-7.28565,-0.104349999999996
"478",477,94.94,20.93,-7.4,-7.27023000000003,-0.129769999999974
"479",478,95.18,20.93,-7.4,-7.17267000000001,-0.22732999999999
"480",479,95.25,20.93,-7.4,-7.30784000000003,-0.0921599999999732
"481",480,95.57,20.93,-7.4,-7.10076000000001,-0.299239999999992
"482",481,95.65,20.93,-7.41,-7.22224,-0.187760000000001
"483",482,95.8,20.93,-7.41,-7.24789000000001,-0.162109999999988
"484",483,96.06,20.93,-7.41,-7.12295,-0.287049999999997
"485",484,96.1,20.93,-7.42,-7.29919000000001,-0.12080999999999
"486",485,96.41,20.93,-7.42,-7.10580000000002,-0.314199999999984
"487",486,96.49,20.94,-7.43,-7.25541000000001,-0.174589999999988
"488",487,96.55,20.94,-7.44,-7.40427,-0.0357300000000036
"489",488,96.78,20.94,-7.44,-7.32040000000003,-0.119599999999966
"490",489,96.8,20.94,-7.45,-7.52402000000004,0.0740200000000355
"491",490,97.1,20.93,-7.45,-7.31619000000001,-0.133809999999994
"492",491,97.23,20.93,-7.45,-7.36922000000001,-0.0807799999999874
"493",492,97.35,20.93,-7.46,-7.43594000000002,-0.0240599999999835
"494",493,97.66,20.93,-7.46,-7.24255000000002,-0.217449999999977
"495",494,97.68,20.93,-7.46,-7.44617,-0.0138300000000049
"496",495,97.91,20.93,-7.47,-7.3623,-0.107699999999995
"497",496,98.06,20.93,-7.47,-7.38794999999999,-0.0820500000000104
"498",497,98.13,20.93,-7.48,-7.52312000000001,0.0431200000000054
"499",498,98.43,20.93,-7.48,-7.34342000000001,-0.136579999999991
"500",499,98.48,20.93,-7.49,-7.50597000000002,0.0159700000000189
"501",500,98.62,20.93,-7.49,-7.54531,0.0553100000000004
"502",501,98.81,20.93,-7.49,-7.5162,0.0261999999999976
"503",502,98.85,20.93,-7.49,-7.69244,0.202440000000005
"504",503,99.21,20.93,-7.5,-7.43060000000003,-0.0693999999999733
"505",504,99.35,20.93,-7.5,-7.46994000000004,-0.0300599999999633
"506",505,99.61,20.93,-7.51,-7.34500000000003,-0.164999999999973
"507",506,99.86,20.93,-7.51,-7.23375000000001,-0.276249999999985
"508",507,99.91,20.93,-7.51,-7.3963,-0.113700000000003
"509",508,100.23,20.93,-7.52,-7.18921999999998,-0.330780000000022
"510",509,100.34,20.93,-7.52,-7.26963000000001,-0.250369999999993
"511",510,100.49,20.93,-7.52,-7.29528000000002,-0.22471999999998
"512",511,100.79,20.92,-7.53,-7.08745,-0.442550000000003
"513",512,100.85,20.92,-7.53,-7.23631000000001,-0.29368999999999
"514",513,101.12,20.92,-7.53,-7.09768,-0.432319999999996
"515",514,101.22,20.92,-7.54,-7.19178000000003,-0.34821999999997
"516",515,101.28,20.92,-7.54,-7.34064000000001,-0.199359999999985
"517",516,101.59,20.92,-7.55,-7.14725000000002,-0.402749999999979
"518",517,101.65,20.92,-7.55,-7.29611000000001,-0.253889999999994
"519",518,101.83,20.92,-7.55,-7.28069,-0.26931
"520",519,101.95,20.92,-7.55,-7.34741000000003,-0.202589999999968
"521",520,102.03,20.92,-7.56,-7.46889000000002,-0.0911099999999765
"522",521,102.35,20.92,-7.56,-7.26181000000003,-0.298189999999967
"523",522,102.41,20.92,-7.56,-7.41067000000002,-0.149329999999982
"524",523,102.61,20.92,-7.57,-7.36787000000002,-0.202129999999983
"525",524,102.8,20.92,-7.57,-7.33876000000004,-0.231239999999957
"526",525,102.83,20.92,-7.58,-7.52869000000002,-0.0513099999999813
"527",526,103.14,20.92,-7.58,-7.33530000000003,-0.244699999999975
"528",527,103.19,20.92,-7.59,-7.49785000000001,-0.0921499999999931
"529",528,103.36,20.92,-7.59,-7.49612,-0.0938800000000022
"530",529,103.61,20.92,-7.59,-7.38487000000004,-0.205129999999958
"531",530,103.64,20.92,-7.6,-7.57480000000002,-0.0251999999999821
"532",531,103.9,20.92,-7.6,-7.44986000000001,-0.150139999999992
"533",532,103.96,20.92,-7.6,-7.59872000000002,-0.00127999999997819
"534",533,104.09,20.92,-7.61,-7.65175,0.0417499999999995
"535",534,104.36,20.92,-7.62,-7.51311999999999,-0.106880000000007
"536",535,104.49,20.92,-7.62,-7.56615000000003,-0.0538499999999713
"537",536,104.87,20.92,-7.63,-7.27693,-0.35307
"538",537,105,20.92,-7.63,-7.32996000000001,-0.300039999999993
"539",538,105.12,20.92,-7.63,-7.39668000000001,-0.233319999999989
"540",539,105.45,20.92,-7.64,-7.17591,-0.464090000000005
"541",540,105.51,20.92,-7.64,-7.32477000000001,-0.315229999999992
"542",541,105.78,20.92,-7.65,-7.18614000000003,-0.46385999999997
"543",542,105.95,20.92,-7.65,-7.18441000000002,-0.465589999999979
"544",543,106.04,20.92,-7.66,-7.29219999999999,-0.367800000000013
"545",544,106.33,20.92,-7.67,-7.12619000000002,-0.543809999999985
"546",545,106.37,20.92,-7.68,-7.30243000000002,-0.377569999999977
"547",546,106.57,20.92,-7.68,-7.25963000000002,-0.420369999999977
"548",547,106.79,20.92,-7.69,-7.18945,-0.50055
"549",548,106.86,20.92,-7.69,-7.32462000000002,-0.365379999999983
"550",549,107.13,20.92,-7.7,-7.18599000000001,-0.514009999999989
"551",550,107.14,20.92,-7.7,-7.40330000000004,-0.296699999999963
"552",551,107.29,20.92,-7.7,-7.42895000000002,-0.271049999999978
"553",552,107.52,20.92,-7.71,-7.34508000000003,-0.364919999999969
"554",553,107.59,20.92,-7.72,-7.48025000000002,-0.23974999999998
"555",554,107.9,20.92,-7.72,-7.28686,-0.433140000000003
"556",555,107.99,20.92,-7.73,-7.39465000000005,-0.335349999999952
"557",556,108.11,20.92,-7.73,-7.46137000000002,-0.268629999999977
"558",557,108.38,20.92,-7.74,-7.32274000000002,-0.417259999999983
"559",558,108.41,20.92,-7.74,-7.51267000000002,-0.227329999999979
"560",559,108.73,20.92,-7.74,-7.30559000000003,-0.43440999999997
"561",560,108.82,20.92,-7.75,-7.41338000000002,-0.336619999999975
"562",561,108.9,20.92,-7.75,-7.53486000000002,-0.215139999999984
"563",562,109.14,20.92,-7.75,-7.43730000000003,-0.312699999999971
"564",563,109.16,20.92,-7.76,-7.64092000000003,-0.11907999999997
"565",564,109.38,20.92,-7.76,-7.57074000000004,-0.189259999999964
"566",565,109.61,20.92,-7.76,-7.48687000000002,-0.273129999999982
"567",566,109.78,20.92,-7.77,-7.48514000000004,-0.284859999999963
"568",567,110.16,20.92,-7.77,-7.19592000000004,-0.574079999999963
"569",568,110.25,20.92,-7.78,-7.30371,-0.476289999999998
"570",569,110.45,20.92,-7.79,-7.26091,-0.529089999999997
"571",570,110.66,20.92,-7.8,-7.20442000000003,-0.595579999999965
"572",571,110.73,20.92,-7.8,-7.33959000000002,-0.460409999999977
"573",572,111.06,20.92,-7.81,-7.11882000000001,-0.691179999999993
"574",573,111.13,20.91,-7.81,-7.22586000000002,-0.584139999999981
"575",574,111.32,20.91,-7.81,-7.19675000000002,-0.613249999999984
"576",575,111.54,20.91,-7.81,-7.12657000000002,-0.683429999999977
"577",576,111.57,20.91,-7.82,-7.31650000000003,-0.503499999999974
"578",577,111.9,20.91,-7.82,-7.09573000000001,-0.72426999999999
"579",578,111.99,20.91,-7.82,-7.20352,-0.616479999999996
"580",579,112.09,20.91,-7.83,-7.29762,-0.532379999999998
"581",580,112.3,20.91,-7.83,-7.24113000000003,-0.588869999999966
"582",581,112.31,20.91,-7.84,-7.45844000000003,-0.381559999999968
"583",582,112.58,20.91,-7.84,-7.31981000000003,-0.520189999999975
"584",583,112.71,20.91,-7.84,-7.37284000000003,-0.467159999999968
"585",584,112.83,20.91,-7.84,-7.43956000000001,-0.400439999999993
"586",585,113.12,20.91,-7.85,-7.27355000000004,-0.576449999999964
"587",586,113.16,20.91,-7.85,-7.44979000000004,-0.400209999999957
"588",587,113.41,20.91,-7.85,-7.33854000000003,-0.511459999999969
"589",588,113.55,20.91,-7.86,-7.37788000000001,-0.482119999999989
"590",589,113.63,20.91,-7.87,-7.49936,-0.370639999999997
"591",590,113.92,20.91,-7.87,-7.33335000000003,-0.536649999999969
"592",591,113.97,20.91,-7.88,-7.49590000000001,-0.384099999999987
"593",592,114.14,20.91,-7.89,-7.49417000000003,-0.395829999999967
"594",593,114.3,20.91,-7.89,-7.50613000000002,-0.38386999999998
"595",594,114.34,20.91,-7.9,-7.68237,-0.217630000000002
"596",595,114.66,20.91,-7.9,-7.47529000000001,-0.424709999999992
"597",596,114.74,20.91,-7.9,-7.59677000000003,-0.303229999999973
"598",597,115.01,20.91,-7.9,-7.45814000000002,-0.441859999999979
"599",598,115.31,20.91,-7.9,-7.27844000000002,-0.621559999999976
"600",599,115.36,20.91,-7.91,-7.44099000000001,-0.469009999999994
"601",600,115.69,20.91,-7.91,-7.22022000000002,-0.689779999999981
"602",601,115.8,20.91,-7.91,-7.30063000000002,-0.609369999999981
"603",602,115.95,20.91,-7.91,-7.32628000000003,-0.583719999999968
"604",603,116.22,20.91,-7.91,-7.18765000000003,-0.722349999999974
"605",604,116.29,20.91,-7.91,-7.32282000000001,-0.587179999999986
"606",605,116.59,20.91,-7.92,-7.14311999999999,-0.776880000000011
"607",606,116.7,20.91,-7.92,-7.22353000000002,-0.696469999999982
"608",607,116.82,20.91,-7.92,-7.29025000000002,-0.629749999999978
"609",608,117.08,20.91,-7.93,-7.16531000000001,-0.764689999999987
"610",609,117.14,20.91,-7.94,-7.31417000000003,-0.625829999999975
"611",610,117.37,20.91,-7.94,-7.23030000000001,-0.709699999999994
"612",611,117.47,20.91,-7.95,-7.32440000000003,-0.625599999999968
"613",612,117.49,20.91,-7.96,-7.52802000000003,-0.431979999999967
"614",613,117.81,20.91,-7.96,-7.32094000000001,-0.639059999999986
"615",614,117.86,20.91,-7.97,-7.48349000000002,-0.486509999999975
"616",615,118.08,20.91,-7.97,-7.41331,-0.556689999999997
"617",616,118.29,20.91,-7.97,-7.35682000000003,-0.613179999999965
"618",617,118.36,20.91,-7.98,-7.49199000000002,-0.488009999999978
"619",618,118.65,20.91,-7.98,-7.32598000000002,-0.654019999999978
"620",619,118.71,20.91,-7.98,-7.47484000000004,-0.505159999999965
"621",620,118.89,20.91,-7.98,-7.45942,-0.520579999999999
"622",621,119.1,20.91,-7.98,-7.40293,-0.577069999999996
"623",622,119.14,20.91,-7.98,-7.57917000000004,-0.40082999999996
"624",623,119.43,20.91,-7.98,-7.41316000000001,-0.566839999999988
"625",624,119.48,20.91,-7.99,-7.57571000000002,-0.414289999999978
"626",625,119.6,20.9,-7.99,-7.61430000000002,-0.375699999999979
"627",626,119.86,20.9,-7.99,-7.48936000000001,-0.500639999999988
"628",627,119.93,20.9,-7.99,-7.62453000000003,-0.365469999999972
"629",628,120.33,20.9,-8,-7.30793000000003,-0.692069999999966
"630",629,120.51,20.9,-8,-7.29251,-0.70749
"631",630,120.64,20.9,-8,-7.34554000000001,-0.654459999999993
"632",631,120.91,20.9,-8.01,-7.20691,-0.803089999999999
"633",632,120.97,20.9,-8.01,-7.35577000000001,-0.654229999999986
"634",633,121.23,20.9,-8.01,-7.23083,-0.779169999999995
"635",634,121.41,20.9,-8.02,-7.21541000000003,-0.804589999999973
"636",635,121.5,20.9,-8.02,-7.32320000000002,-0.696799999999978
"637",636,121.82,20.9,-8.02,-7.11612,-0.903879999999997
"638",637,121.87,20.9,-8.02,-7.27867000000001,-0.741329999999987
"639",638,122.06,20.9,-8.02,-7.24956000000001,-0.77043999999999
"640",639,122.26,20.9,-8.02,-7.20676000000001,-0.81323999999999
"641",640,122.35,20.9,-8.03,-7.31455,-0.715449999999995
"642",641,122.63,20.9,-8.03,-7.16223,-0.867769999999998
"643",642,122.62,20.9,-8.03,-7.40692000000002,-0.623079999999979
"644",643,122.76,20.9,-8.04,-7.44626,-0.593739999999997
"645",644,122.98,20.9,-8.04,-7.37608000000001,-0.66391999999999
"646",645,123.04,20.9,-8.04,-7.52493999999999,-0.515060000000005
"647",646,123.37,20.9,-8.04,-7.30417000000001,-0.735829999999993
"648",647,123.43,20.9,-8.04,-7.45302999999999,-0.586970000000008
"649",648,123.59,20.9,-8.04,-7.46499000000001,-0.575009999999992
"650",649,123.85,20.9,-8.05,-7.34005000000003,-0.709949999999974
"651",650,123.88,20.9,-8.05,-7.52998000000003,-0.52001999999997
"652",651,124.16,20.9,-8.05,-7.37766,-0.672340000000002
"653",652,124.31,20.9,-8.06,-7.40331000000001,-0.656689999999989
"654",653,124.4,20.9,-8.06,-7.51110000000001,-0.548899999999994
"655",654,124.62,20.9,-8.07,-7.44092000000001,-0.629079999999988
"656",655,124.66,20.9,-8.07,-7.61716000000002,-0.452839999999981
"657",656,124.89,20.9,-8.08,-7.53329,-0.546709999999999
"658",657,125.03,20.9,-8.08,-7.57263000000001,-0.507369999999989
"659",658,125.18,20.9,-8.09,-7.59828000000002,-0.491719999999976
"660",659,125.56,20.9,-8.1,-7.30906000000002,-0.790939999999976
"661",660,125.65,20.9,-8.1,-7.41685000000002,-0.683149999999982
"662",661,125.88,20.9,-8.1,-7.33298000000003,-0.767019999999972
"663",662,126.09,20.9,-8.1,-7.27649,-0.823509999999997
"664",663,126.16,20.9,-8.1,-7.41166000000002,-0.688339999999981
"665",664,126.51,20.9,-8.1,-7.16351000000001,-0.93648999999999
"666",665,126.6,20.9,-8.1,-7.27130000000003,-0.828699999999968
"667",666,126.78,20.9,-8.1,-7.25588,-0.844120000000002
"668",667,127.01,20.9,-8.11,-7.17201000000001,-0.937989999999992
"669",668,127.06,20.9,-8.11,-7.33456000000002,-0.775439999999982
"670",669,127.35,20.9,-8.11,-7.16855000000002,-0.941449999999982
"671",670,127.43,20.9,-8.12,-7.29003000000001,-0.82996999999999
"672",671,127.58,20.9,-8.12,-7.31568000000002,-0.804319999999977
"673",672,127.81,20.9,-8.13,-7.23181,-0.898189999999998
"674",673,127.81,20.9,-8.13,-7.46281,-0.667190000000003
"675",674,128.08,20.9,-8.13,-7.32418000000002,-0.805819999999981
"676",675,128.19,20.9,-8.14,-7.40459000000002,-0.73540999999998
"677",676,128.33,20.9,-8.14,-7.44393,-0.696069999999999
"678",677,128.6,20.9,-8.14,-7.30530000000002,-0.834699999999977
"679",678,128.66,20.9,-8.14,-7.45416000000001,-0.685839999999992
"680",679,128.92,20.9,-8.14,-7.32922000000003,-0.810779999999973
"681",680,129.04,20.89,-8.15,-7.36781000000004,-0.782189999999959
"682",681,129.13,20.89,-8.15,-7.47560000000004,-0.674399999999965
"683",682,129.42,20.89,-8.16,-7.30959000000004,-0.850409999999965
"684",683,129.47,20.89,-8.16,-7.47214000000002,-0.687859999999983
"685",684,129.67,20.89,-8.16,-7.42934000000005,-0.730659999999954
"686",685,129.82,20.89,-8.17,-7.45499000000003,-0.715009999999969
"687",686,129.86,20.89,-8.17,-7.63123000000001,-0.538769999999991
"688",687,130.16,20.89,-8.17,-7.45153000000001,-0.718469999999988
"689",688,130.23,20.89,-8.17,-7.58670000000003,-0.583299999999971
"690",689,130.47,20.89,-8.17,-7.48914000000004,-0.680859999999958
"691",690,130.79,20.89,-8.18,-7.28206000000005,-0.897939999999949
"692",691,130.89,20.89,-8.18,-7.37616000000005,-0.803839999999951
"693",692,131.2,20.89,-8.18,-7.18277000000003,-0.997229999999973
"694",693,131.28,20.89,-8.19,-7.30425000000002,-0.885749999999982
"695",694,131.45,20.89,-8.19,-7.30252000000007,-0.887479999999934
"696",695,131.71,20.89,-8.2,-7.17758000000003,-1.02241999999997
"697",696,131.78,20.89,-8.2,-7.31275000000002,-0.887249999999984
"698",697,132.1,20.89,-8.2,-7.10567000000002,-1.09432999999997
"699",698,132.21,20.89,-8.21,-7.18608,-1.02392
"700",699,132.32,20.89,-8.21,-7.26649000000003,-0.943509999999975
"701",700,132.6,20.89,-8.21,-7.11417000000005,-1.09582999999995
"702",701,132.66,20.89,-8.22,-7.26303000000004,-0.956969999999965
"703",702,132.89,20.89,-8.22,-7.17916000000005,-1.04083999999995
"704",703,133,20.89,-8.23,-7.25957000000002,-0.970429999999983
"705",704,133.03,20.89,-8.23,-7.44950000000002,-0.780499999999979
"706",705,133.3,20.89,-8.23,-7.31087000000002,-0.919129999999985
"707",706,133.37,20.89,-8.24,-7.44604000000003,-0.793959999999968
"708",707,133.6,20.89,-8.24,-7.36217000000004,-0.877829999999959
"709",708,133.78,20.89,-8.24,-7.34675000000001,-0.893249999999993
"710",709,133.85,20.89,-8.24,-7.48192000000002,-0.758079999999977
"711",710,134.16,20.89,-8.24,-7.28853000000003,-0.95146999999997
"712",711,134.21,20.89,-8.24,-7.45108000000001,-0.788919999999989
"713",712,134.39,20.89,-8.24,-7.43566000000003,-0.804339999999966
"714",713,134.6,20.89,-8.24,-7.37917000000004,-0.860829999999963
"715",714,134.66,20.89,-8.25,-7.52803000000002,-0.721969999999978
"716",715,134.92,20.89,-8.25,-7.40309000000004,-0.846909999999959
"717",716,134.97,20.89,-8.25,-7.56564000000002,-0.684359999999977
"718",717,135.08,20.89,-8.25,-7.64605,-0.603950000000005
"719",718,135.32,20.88,-8.26,-7.52036000000003,-0.739639999999968
"720",719,135.38,20.88,-8.26,-7.66922000000002,-0.590779999999983
"721",720,135.76,20.88,-8.26,-7.38000000000005,-0.879999999999955
"722",721,135.95,20.88,-8.26,-7.35089000000004,-0.909109999999957
"723",722,136.11,20.88,-8.26,-7.36285,-0.897149999999998
"724",723,136.4,20.88,-8.26,-7.19684,-1.06316
"725",724,136.46,20.88,-8.26,-7.34569999999999,-0.914300000000013
"726",725,136.74,20.88,-8.26,-7.19337999999998,-1.06662000000002
"727",726,136.89,20.88,-8.27,-7.21903000000005,-1.05096999999995
"728",727,137.02,20.88,-8.27,-7.27206,-0.997939999999996
"729",728,137.32,20.88,-8.28,-7.09236000000003,-1.18763999999996
"730",729,137.35,20.88,-8.28,-7.28229000000001,-0.997709999999989
"731",730,137.57,20.88,-8.29,-7.21211000000002,-1.07788999999998
"732",731,137.74,20.88,-8.29,-7.21038000000001,-1.07961999999999
"733",732,137.83,20.88,-8.3,-7.31817,-0.981829999999999
"734",733,138.15,20.88,-8.3,-7.11109000000001,-1.18890999999999
"735",734,138.16,20.88,-8.3,-7.32840000000001,-0.971599999999992
"736",735,138.29,20.88,-8.31,-7.38143000000002,-0.928569999999985
"737",736,138.51,20.88,-8.31,-7.31125000000005,-0.99874999999995
"738",737,138.58,20.88,-8.31,-7.44642000000001,-0.86357999999999
"739",738,138.89,20.88,-8.32,-7.25303000000005,-1.06696999999996
"740",739,138.98,20.88,-8.32,-7.36082000000004,-0.959179999999961
"741",740,139.12,20.88,-8.32,-7.40015999999999,-0.919840000000008
"742",741,139.36,20.88,-8.33,-7.3026,-1.02739999999999
"743",742,139.4,20.88,-8.33,-7.47884000000001,-0.851159999999988
"744",743,139.69,20.88,-8.34,-7.31283000000001,-1.02716999999999
"745",744,139.8,20.88,-8.34,-7.39324000000001,-0.946759999999987
"746",745,139.94,20.88,-8.35,-7.43258000000002,-0.917419999999977
"747",746,140.19,20.88,-8.35,-7.32133000000004,-1.02866999999996
"748",747,140.19,20.88,-8.35,-7.55233000000003,-0.797669999999966
"749",748,140.41,20.87,-8.36,-7.45402000000004,-0.905979999999957
"750",749,140.55,20.87,-8.36,-7.49336,-0.866640000000004
"751",750,140.67,20.87,-8.37,-7.56008000000003,-0.809919999999972
"752",751,141.07,20.87,-8.37,-7.24348,-1.12651999999999
"753",752,141.18,20.87,-8.38,-7.32389000000003,-1.05610999999997
"754",753,141.4,20.87,-8.38,-7.25371000000001,-1.12628999999999
"755",754,141.6,20.87,-8.39,-7.21091000000004,-1.17908999999996
"756",755,141.72,20.87,-8.39,-7.27763000000002,-1.11236999999998
"757",756,142.03,20.87,-8.4,-7.08424000000002,-1.31575999999998
"758",757,142.13,20.87,-8.4,-7.17834000000005,-1.22165999999995
"759",758,142.33,20.87,-8.4,-7.13554000000002,-1.26445999999998
"760",759,142.54,20.87,-8.41,-7.07905000000002,-1.33094999999998
"761",760,142.58,20.87,-8.41,-7.25529,-1.15471
"762",761,142.88,20.87,-8.41,-7.07559,-1.33440999999999
"763",762,142.94,20.87,-8.42,-7.22445000000005,-1.19554999999995
"764",763,143.1,20.87,-8.42,-7.23641000000003,-1.18358999999997
"765",764,143.34,20.87,-8.43,-7.13885000000002,-1.29114999999998
"766",765,143.33,20.87,-8.43,-7.38354000000001,-1.04645999999999
"767",766,143.6,20.87,-8.43,-7.24491000000003,-1.18508999999997
"768",767,143.7,20.87,-8.44,-7.33901000000006,-1.10098999999994
"769",768,143.84,20.87,-8.44,-7.37835000000001,-1.06164999999999
"770",769,144.13,20.87,-8.44,-7.21234000000004,-1.22765999999996
"771",770,144.18,20.87,-8.45,-7.37489000000002,-1.07510999999998
"772",771,144.41,20.87,-8.45,-7.29102000000003,-1.15897999999997
"773",772,144.54,20.87,-8.46,-7.34405000000004,-1.11594999999996
"774",773,144.62,20.87,-8.46,-7.46553000000003,-0.994469999999971
"775",774,144.89,20.87,-8.46,-7.32690000000005,-1.13309999999995
"776",775,144.96,20.87,-8.46,-7.46207000000001,-0.99792999999999
"777",776,145.17,20.87,-8.47,-7.40558000000004,-1.06441999999996
"778",777,145.31,20.87,-8.47,-7.44492,-1.02508
"779",778,145.35,20.87,-8.47,-7.62116000000003,-0.848839999999969
"780",779,145.64,20.87,-8.47,-7.45515000000003,-1.01484999999997
"781",780,145.71,20.87,-8.47,-7.59032000000002,-0.879679999999981
"782",781,145.96,20.87,-8.47,-7.47907000000001,-0.990929999999993
"783",782,146.25,20.86,-8.47,-7.28493,-1.18507
"784",783,146.36,20.86,-8.48,-7.36534,-1.11466
"785",784,146.7,20.86,-8.48,-7.13088000000005,-1.34911999999995
"786",785,146.79,20.86,-8.48,-7.23867000000004,-1.24132999999996
"787",786,146.93,20.86,-8.49,-7.27801,-1.21199000000001
"788",787,147.23,20.86,-8.49,-7.09831000000003,-1.39168999999997
"789",788,147.29,20.86,-8.5,-7.24717000000004,-1.25282999999996
"790",789,147.59,20.86,-8.5,-7.06747000000001,-1.43252999999999
"791",790,147.71,20.86,-8.51,-7.13419000000002,-1.37580999999998
"792",791,147.82,20.86,-8.51,-7.21460000000002,-1.29539999999998
"793",792,148.08,20.86,-8.52,-7.08965999999998,-1.43034000000002
"794",793,148.14,20.86,-8.52,-7.23852000000005,-1.28147999999995
"795",794,148.41,20.86,-8.53,-7.09989000000002,-1.43010999999998
"796",795,148.53,20.86,-8.54,-7.16661000000002,-1.37338999999998
"797",796,148.58,20.86,-8.54,-7.32916,-1.21084
"798",797,148.85,20.86,-8.55,-7.19053000000002,-1.35946999999998
"799",798,148.89,20.86,-8.55,-7.36677000000006,-1.18322999999994
"800",799,149.13,20.86,-8.56,-7.26921000000004,-1.29078999999996
"801",800,149.32,20.86,-8.57,-7.24010000000004,-1.32989999999996
"802",801,149.38,20.86,-8.57,-7.38896000000003,-1.18103999999997
"803",802,149.68,20.86,-8.58,-7.20926,-1.37074
"804",803,149.76,20.86,-8.58,-7.33074000000002,-1.24925999999998
"805",804,149.92,20.86,-8.59,-7.34270000000004,-1.24729999999996
"806",805,150.15,20.86,-8.59,-7.25883000000002,-1.33116999999998
"807",806,150.23,20.86,-8.6,-7.38031000000004,-1.21968999999996
"808",807,150.49,20.86,-8.6,-7.25537,-1.34463
"809",808,150.55,20.86,-8.6,-7.40422999999998,-1.19577000000002
"810",809,150.65,20.85,-8.61,-7.47020000000001,-1.13979999999999
"811",810,150.86,20.85,-8.61,-7.41371000000002,-1.19628999999998
"812",811,150.92,20.85,-8.62,-7.56257000000003,-1.05742999999997
"813",812,151.28,20.85,-8.62,-7.30073000000002,-1.31926999999998
"814",813,151.47,20.85,-8.62,-7.27162000000002,-1.34837999999998
"815",814,151.61,20.85,-8.62,-7.31096,-1.30904
"816",815,151.91,20.85,-8.62,-7.13126000000003,-1.48873999999997
"817",816,151.98,20.85,-8.63,-7.26643000000005,-1.36356999999995
"818",817,152.26,20.85,-8.63,-7.11411000000002,-1.51588999999998
"819",818,152.4,20.85,-8.63,-7.15345,-1.47655
"820",819,152.54,20.85,-8.63,-7.19279000000004,-1.43720999999996
"821",820,152.83,20.85,-8.64,-7.02678000000001,-1.61321999999999
"822",821,152.87,20.85,-8.64,-7.20302000000002,-1.43697999999998
"823",822,153.08,20.85,-8.65,-7.14652999999999,-1.50347000000001
"824",823,153.27,20.85,-8.65,-7.11741999999999,-1.53258000000001
"825",824,153.36,20.85,-8.66,-7.22521000000001,-1.43478999999999
"826",825,153.65,20.85,-8.66,-7.05920000000001,-1.60079999999999
"827",826,153.68,20.85,-8.67,-7.24913000000002,-1.42086999999998
"828",827,153.82,20.85,-8.68,-7.28847000000003,-1.39152999999997
